quality,HipLeft HipRight,HandLeft HipLeft,HandLeft HipRight,HandLeft HandRight,HandRight HipLeft,HandRight HipRight
0.961290322581,-0.231278320113,0.279718214283,0.0634381394713,0.0363021786988,0.0909139273204,-0.413618246451
