quality,HipLeft HipRight,HandLeft HipLeft,HandLeft HipRight,HandLeft HandRight,HandRight HipLeft,HandRight HipRight
0.974193548387,3.54295424664,3.22227738482,-7.42237055611,0.542396425499,-1.20155811192,4.76889019658
